meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
World Aquatics Championships - Doha 2024,47.93,14/02/2024,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,21/05/2003,,,69,73,934,Doha,QAT
Olympic Games Paris 2024,47.94,30/07/2024,Men's 100m Freestyle LCM Male,GER,Germany,"SALCHOW, Josha",M,02/07/1999,,,74,74,933,Paris,FRA
2024 U.S. Olympic Trials,47.94,19/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"KING, Matt",M,19/02/2002,,,74,75,933,Indianapolis,USA
GBR Championships 2024,47.94,04/04/2024,Men's 100m Freestyle LCM Male,GBR,Great Britain,"DEAN, Tom",M,02/05/2000,,,74,76,933,London,GBR
World Aquatics Championships - Doha 2024,47.94,14/02/2024,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,74,77,933,Doha,QAT
Olympic Games Paris 2024,47.95,30/07/2024,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,78,78,933,Paris,FRA
2024 Brazil Olympic Trial,47.95,09/05/2024,Men's 100m Freestyle LCM Male,BRA,Brazil,"SANTOS, Guilherme",M,01/03/2003,,,78,79,933,Rio de Janeiro,BRA
Olympic Games Paris 2024,47.96,31/07/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"ALEXY, Jack",M,19/01/2003,,,80,80,932,Paris,FRA
World Aquatics Championships - Doha 2024,47.96,14/02/2024,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,80,81,932,Doha,QAT
Olympic Games Paris 2024,47.98,31/07/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"GUILIANO, Chris",M,25/06/2003,,,82,82,931,Paris,FRA
LEN Championships 2024,47.99,20/06/2024,Men's 100m Freestyle LCM Male,SRB,Serbia,"STJEPANOVIC, Velimir",M,07/08/1993,,,83,83,931,Belgrade,SRB
Olympic Games Paris 2024,48.01,30/07/2024,Men's 100m Freestyle LCM Male,CAY,Cayman Islands,"CROOKS, Jordan",M,02/05/2002,,,84,84,929,Paris,FRA
GBR Championships 2024,48.01,04/04/2024,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,84,85,929,London,GBR
